Package name,Severity,Version,Fixed in version,Description,CVE ID,Source
libldap-common,LOW,2.4.47+dfsg-3+deb10u4,,"contrib/slapd-modules/nops/nops.c in OpenLDAP through 2.4.45, when both the nops module and the memberof overlay are enabled, attempts to free a buffer that was allocated on the stack, which allows remote attackers to cause a denial of service (slapd crash) via a member MODDN operation.",CVE-2017-17740,tykio/tyk-dashboard
libldap-common,LOW,2.4.47+dfsg-3+deb10u4,,"libldap in certain third-party OpenLDAP packages has a certificate-validation flaw when the third-party package is asserting RFC6125 support. It considers CN even when there is a non-matching subjectAltName (SAN). This is fixed in, for example, openldap-2.4.46-10.el8 in Red Hat Enterprise Linux.",CVE-2020-15719,tykio/tyk-dashboard
liblz4-1,CRITICAL,1.8.3-1,1.8.3-1+deb10u1,"There's a flaw in lz4. An attacker who submits a crafted file to an application linked with lz4 may be able to trigger an integer overflow, leading to calling of memmove() on a negative size argument, causing an out-of-bounds write and/or a crash. The greatest impact of this flaw is to availability, with some potential impact to confidentiality and integrity as well.",CVE-2021-3520,tykio/tyk-dashboard
liblz4-1,LOW,1.8.3-1,,"LZ4 before 1.9.2 has a heap-based buffer overflow in LZ4_write32 (related to LZ4_compress_destSize), affecting applications that call LZ4_compress_fast with a large input. (This issue can also lead to data corruption.) NOTE: the vendor states ""only a few specific / uncommon usages of the API are at risk.""",CVE-2019-17543,tykio/tyk-dashboard
liblzma5,HIGH,5.2.4-1,5.2.4-1+deb10u1,"An arbitrary file write vulnerability was found in GNU gzip's zgrep utility. When zgrep is applied on the attacker's chosen file name (for example, a crafted file name), this can overwrite an attacker's content to an arbitrary attacker-selected file. This flaw occurs due to insufficient validation when processing filenames with two or more newlines where selected content and the target file names are embedded in crafted multi-line file names. This flaw allows a remote, low privileged attacker to force zgrep to write arbitrary files on the system.",CVE-2022-1271,tykio/tyk-dashboard
libmount1,MEDIUM,2.33.1-0.1,2.33.1-0.1+deb10u1,"An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file. NOTE: this is unexploitable in GNU C Library environments, and possibly in all realistic environments.",CVE-2021-37600,tykio/tyk-dashboard
libmount1,MEDIUM,2.33.1-0.1,2.33.1-0.1+deb10u1,"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,tykio/tyk-dashboard
libncursesw6,HIGH,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u5,An issue was discovered in ncurses through v6.2-1. _nc_captoinfo in captoinfo.c has a heap-based buffer overflow.,CVE-2021-39537,tykio/tyk-dashboard
libncursesw6,HIGH,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u3,ncurses 6.3 before patch 20220416 has an out-of-bounds read and segmentation violation in convert_strings in tinfo/read_entry.c in the terminfo library.,CVE-2022-29458,tykio/tyk-dashboard
libncursesw6,HIGH,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u5,"ncurses before 6.4 20230408, when used by a setuid application, allows local users to trigger security-relevant memory corruption via malformed data in a terminfo database file that is found in $HOME/.terminfo or reached via the TERMINFO or TERM environment variable.",CVE-2023-29491,tykio/tyk-dashboard
libncursesw6,MEDIUM,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u4,Buffer Overflow vulnerability in postprocess_terminfo function in tinfo/parse_entry.c:997 in ncurses 6.1 allows remote attackers to cause a denial of service via crafted command.,CVE-2020-19189,tykio/tyk-dashboard
libncursesw6,MEDIUM,6.1+20181013-2+deb10u2,,NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,tykio/tyk-dashboard
libnettle6,HIGH,3.4.1-1,3.4.1-1+deb10u1,"A flaw was found in Nettle in versions before 3.7.2, where several Nettle signature verification functions (GOST DSA, EDDSA & ECDSA) result in the Elliptic Curve Cryptography point (ECC) multiply function being called with out-of-range scalers, possibly resulting in incorrect results. This flaw allows an attacker to force an invalid signature, causing an assertion failure or possible validation. The highest threat to this vulnerability is to confidentiality, integrity, as well as system availability.",CVE-2021-20305,tykio/tyk-dashboard
libnettle6,HIGH,3.4.1-1,3.4.1-1+deb10u1,A flaw was found in the way nettle's RSA decryption functions handled specially crafted ciphertext. An attacker could use this flaw to provide a manipulated ciphertext leading to application crash and denial of service.,CVE-2021-3580,tykio/tyk-dashboard
libnghttp2-14,HIGH,1.36.0-2+deb10u1,1.36.0-2+deb10u2,"In nghttp2 before version 1.41.0, the overly large HTTP/2 SETTINGS frame payload causes denial of service. The proof of concept attack involves a malicious client constructing a SETTINGS frame with a length of 14,400 bytes (2400 individual settings entries) over and over again. The attack causes the CPU to spike at 100%. nghttp2 v1.41.0 fixes this vulnerability. There is a workaround to this vulnerability. Implement nghttp2_on_frame_recv_callback callback, and if received frame is SETTINGS frame and the number of settings entries are large (e.g., > 32), then drop the connection.",CVE-2020-11080,tykio/tyk-dashboard
libnghttp2-14,HIGH,1.36.0-2+deb10u1,1.36.0-2+deb10u2,"The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.",CVE-2023-44487,tykio/tyk-dashboard
libnghttp2-14,MEDIUM,1.36.0-2+deb10u1,1.36.0-2+deb10u3,nghttp2 is an implementation of the Hypertext Transfer Protocol version 2 in C. The nghttp2 library prior to version 1.61.0 keeps reading the unbounded number of HTTP/2 CONTINUATION frames even after a stream is reset to keep HPACK context in sync.  This causes excessive CPU usage to decode HPACK stream. nghttp2 v1.61.0 mitigates this vulnerability by limiting the number of CONTINUATION frames it accepts per stream. There is no workaround for this vulnerability.,CVE-2024-28182,tykio/tyk-dashboard
libp11-kit0,HIGH,0.23.15-2,0.23.15-2+deb10u1,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. Multiple integer overflows have been discovered in the array allocations in the p11-kit library and the p11-kit list command, where overflow checks are missing before calling realloc or calloc.",CVE-2020-29361,tykio/tyk-dashboard
libp11-kit0,HIGH,0.23.15-2,0.23.15-2+deb10u1,"An issue was discovered in p11-kit 0.23.6 through 0.23.21. A heap-based buffer overflow has been discovered in the RPC protocol used by p11-kit server/remote commands and the client library. When the remote entity supplies a serialized byte array in a CK_ATTRIBUTE, the receiving entity may not allocate sufficient length for the buffer to store the deserialized value.",CVE-2020-29363,tykio/tyk-dashboard
libp11-kit0,MEDIUM,0.23.15-2,0.23.15-2+deb10u1,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. A heap-based buffer over-read has been discovered in the RPC protocol used by thep11-kit server/remote commands and the client library. When the remote entity supplies a byte array through a serialized PKCS#11 function call, the receiving entity may allow the reading of up to 4 bytes of memory past the heap allocation.",CVE-2020-29362,tykio/tyk-dashboard
libpam-modules,HIGH,1.3.1-5,,"A flaw was found in pam_access, where certain rules in its configuration file are mistakenly treated as hostnames. This vulnerability allows attackers to trick the system by pretending to be a trusted hostname, gaining unauthorized access. This issue poses a risk for systems that rely on this feature to control who can access certain services or terminals.",CVE-2024-10963,tykio/tyk-dashboard
libpam-modules-bin,HIGH,1.3.1-5,,"A flaw was found in pam_access, where certain rules in its configuration file are mistakenly treated as hostnames. This vulnerability allows attackers to trick the system by pretending to be a trusted hostname, gaining unauthorized access. This issue poses a risk for systems that rely on this feature to control who can access certain services or terminals.",CVE-2024-10963,tykio/tyk-dashboard
libpam-runtime,HIGH,1.3.1-5,,"A flaw was found in pam_access, where certain rules in its configuration file are mistakenly treated as hostnames. This vulnerability allows attackers to trick the system by pretending to be a trusted hostname, gaining unauthorized access. This issue poses a risk for systems that rely on this feature to control who can access certain services or terminals.",CVE-2024-10963,tykio/tyk-dashboard
libpam0g,HIGH,1.3.1-5,,"A flaw was found in pam_access, where certain rules in its configuration file are mistakenly treated as hostnames. This vulnerability allows attackers to trick the system by pretending to be a trusted hostname, gaining unauthorized access. This issue poses a risk for systems that rely on this feature to control who can access certain services or terminals.",CVE-2024-10963,tykio/tyk-dashboard
libpcre3,MEDIUM,2:8.39-12,,libpcre in PCRE before 8.44 allows an integer overflow via a large number after a (?C substring.,CVE-2020-14155,tykio/tyk-dashboard
libpcre3,LOW,2:8.39-12,,"In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion (uncontrolled recursion) when processing a crafted regular expression.",CVE-2017-11164,tykio/tyk-dashboard
libpcre3,LOW,2:8.39-12,,"In PCRE 8.41, after compiling, a pcretest load test PoC produces a crash overflow in the function match() in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report, noting that there are options that can be used to limit the amount of stack that is used",CVE-2017-16231,tykio/tyk-dashboard
libpcre3,LOW,2:8.39-12,,Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 4) or possibly have unspecified other impact via a crafted file.,CVE-2017-7245,tykio/tyk-dashboard
libpcre3,LOW,2:8.39-12,,Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 268) or possibly have unspecified other impact via a crafted file.,CVE-2017-7246,tykio/tyk-dashboard
libpcre3,LOW,2:8.39-12,,"libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled, and \X or \R has more than one fixed quantifier, a related issue to CVE-2019-20454.",CVE-2019-20838,tykio/tyk-dashboard
libsasl2-2,HIGH,2.1.27+dfsg-1+deb10u1,2.1.27+dfsg-1+deb10u2,"In Cyrus SASL 2.1.17 through 2.1.27 before 2.1.28, plugins/sql.c does not escape the password for a SQL INSERT or UPDATE statement.",CVE-2022-24407,tykio/tyk-dashboard
libsasl2-modules-db,HIGH,2.1.27+dfsg-1+deb10u1,2.1.27+dfsg-1+deb10u2,"In Cyrus SASL 2.1.17 through 2.1.27 before 2.1.28, plugins/sql.c does not escape the password for a SQL INSERT or UPDATE statement.",CVE-2022-24407,tykio/tyk-dashboard
libseccomp2,LOW,2.3.3-4,,"libseccomp before 2.4.0 did not correctly generate 64-bit syscall argument comparisons using the arithmetic operators (LT, GT, LE, GE), which might able to lead to bypassing seccomp filters and potential privilege escalations.",CVE-2019-9893,tykio/tyk-dashboard
libsepol1,LOW,2.8-1,,The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __cil_verify_classpermission and __cil_pre_verify_helper).,CVE-2021-36084,tykio/tyk-dashboard
libsepol1,LOW,2.8-1,,The CIL compiler in SELinux 3.2 has a use-after-free in __cil_verify_classperms (called from __verify_map_perm_classperms and hashtab_map).,CVE-2021-36085,tykio/tyk-dashboard
libsepol1,LOW,2.8-1,,The CIL compiler in SELinux 3.2 has a use-after-free in cil_reset_classpermission (called from cil_reset_classperms_set and cil_reset_classperms_list).,CVE-2021-36086,tykio/tyk-dashboard
libsepol1,LOW,2.8-1,,The CIL compiler in SELinux 3.2 has a heap-based buffer over-read in ebitmap_match_any (called indirectly from cil_check_neverallow). This occurs because there is sometimes a lack of checks for invalid statements in an optional block.,CVE-2021-36087,tykio/tyk-dashboard
libsmartcols1,MEDIUM,2.33.1-0.1,2.33.1-0.1+deb10u1,"An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file. NOTE: this is unexploitable in GNU C Library environments, and possibly in all realistic environments.",CVE-2021-37600,tykio/tyk-dashboard
libsmartcols1,MEDIUM,2.33.1-0.1,2.33.1-0.1+deb10u1,"wall in util-linux through 2.40, often installed with setgid tty permissions, allows escape sequences to be sent to other users' terminals through argv. (Specifically, escape sequences received from stdin are blocked, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",CVE-2024-28085,tykio/tyk-dashboard
libss2,HIGH,1.44.5-1+deb10u3,,An out-of-bounds read/write vulnerability was found in e2fsprogs 1.46.5. This issue leads to a segmentation fault and possibly arbitrary code execution via a specially crafted filesystem.,CVE-2022-1304,tykio/tyk-dashboard
libssh2-1,HIGH,1.8.0-2.1,1.8.0-2.1+deb10u1,"In libssh2 before 1.9.0, kex_method_diffie_hellman_group_exchange_sha256_key_exchange in kex.c has an integer overflow that could lead to an out-of-bounds read in the way packets are read from the server. A remote attacker who compromises a SSH server may be able to disclose sensitive information or cause a denial of service condition on the client system when a user connects to the server. This is related to an _libssh2_check_length mistake, and is different from the various issues fixed in 1.8.1, such as CVE-2019-3855.",CVE-2019-13115,tykio/tyk-dashboard
libssh2-1,HIGH,1.8.0-2.1,1.8.0-2.1+deb10u1,"In libssh2 v1.9.0 and earlier versions, the SSH_MSG_DISCONNECT logic in packet.c has an integer overflow in a bounds check, enabling an attacker to specify an arbitrary (out-of-bounds) offset for a subsequent memory read. A crafted SSH server may be able to disclose sensitive information or cause a denial of service condition on the client system when a user connects to the server.",CVE-2019-17498,tykio/tyk-dashboard
libssh2-1,HIGH,1.8.0-2.1,1.8.0-2.1+deb10u1,An issue was discovered in function _libssh2_packet_add in libssh2 1.10.0 allows attackers to access out of bounds memory.,CVE-2020-22218,tykio/tyk-dashboard
libssl1.1,CRITICAL,1.1.1d-0+deb10u4,1.1.1d-0+deb10u7,"In order to decrypt SM2 encrypted data an application is expected to call the API function EVP_PKEY_decrypt(). Typically an application will call this function twice. The first time, on entry, the ""out"" parameter can be NULL and, on exit, the ""outlen"" parameter is populated with the buffer size required to hold the decrypted plaintext. The application can then allocate a sufficiently sized buffer and call EVP_PKEY_decrypt() again, but this time passing a non-NULL value for the ""out"" parameter. A bug in the implementation of the SM2 decryption code means that the calculation of the buffer size required to hold the plaintext returned by the first call to EVP_PKEY_decrypt() can be smaller than the actual size required by the second call. This can lead to a buffer overflow when EVP_PKEY_decrypt() is called by the application a second time with a buffer that is too small. A malicious attacker who is able present SM2 content for decryption to an application could cause attacker chosen data to overflow the buffer by up to a maximum of 62 bytes altering the contents of other data held after the buffer, possibly changing application behaviour or causing the application to crash. The location of the buffer is application dependent but is typically heap allocated. Fixed in OpenSSL 1.1.1l (Affected 1.1.1-1.1.1k).",CVE-2021-3711,tykio/tyk-dashboard
